사용일자,2호선,합계
2019-12-13,63803,63803
2019-12-14,44700,44700
2019-12-15,31060,31060
2019-12-16,59061,59061
2019-12-17,60375,60375
2019-12-18,61934,61934
2019-12-19,63547,63547
2019-12-20,66772,66772
2019-12-21,46407,46407
2019-12-22,34211,34211
2019-12-23,62557,62557
2019-12-24,70127,70127
2019-12-25,45064,45064
2019-12-26,60552,60552
2019-12-27,63439,63439
2019-12-28,42649,42649
2019-12-29,32381,32381
2019-12-30,59667,59667
2019-12-31,60368,60368
2020-01-01,27367,27367
2020-01-02,57431,57431
2020-01-03,60824,60824
2020-01-04,38072,38072
2020-01-05,27887,27887
2020-01-06,56874,56874
2020-01-07,56195,56195
2020-01-08,57951,57951
2020-01-09,58937,58937
2020-01-10,60896,60896
2020-01-11,39414,39414
2020-01-12,30360,30360
2020-01-13,58105,58105
2020-01-14,59584,59584
2020-01-15,59835,59835
2020-01-16,60063,60063
2020-01-17,60856,60856
2020-01-18,38370,38370
2020-01-19,28769,28769
2020-01-20,59201,59201
2020-01-21,59019,59019
2020-01-22,57776,57776
2020-01-23,53236,53236
2020-01-24,16300,16300
2020-01-25,13876,13876
2020-01-26,22969,22969
2020-01-27,22495,22495
2020-01-28,50114,50114
2020-01-29,53039,53039
2020-01-30,53412,53412
2020-01-31,53824,53824
2020-02-01,25656,25656
2020-02-02,19416,19416
2020-02-03,49895,49895
2020-02-04,49980,49980
2020-02-05,49208,49208
2020-02-06,48644,48644
2020-02-07,48657,48657
2020-02-08,17205,17205
2020-02-09,12938,12938
2020-02-10,47564,47564
2020-02-11,49635,49635
2020-02-12,48682,48682
2020-02-13,50166,50166
2020-02-14,51100,51100
2020-02-15,25319,25319
2020-02-16,18372,18372
2020-02-17,49007,49007
2020-02-18,50174,50174
2020-02-19,50312,50312
2020-02-20,49922,49922
2020-02-21,46817,46817
2020-02-22,20677,20677
2020-02-23,15691,15691
2020-02-24,42269,42269
2020-02-25,39186,39186
2020-02-26,38029,38029
2020-02-27,36009,36009
2020-02-28,34381,34381
2020-02-29,13334,13334
2020-03-01,9376,9376
2020-03-02,31934,31934
2020-03-03,32200,32200
2020-03-04,32163,32163
2020-03-05,32229,32229
2020-03-06,32259,32259
2020-03-07,13003,13003
2020-03-08,9644,9644
2020-03-09,32642,32642
2020-03-10,32420,32420
2020-03-11,32829,32829
2020-03-12,32588,32588
2020-03-13,32766,32766
2020-03-14,13780,13780
2020-03-15,9617,9617
2020-03-16,32542,32542
