사용일자,5호선,9호선,합계
2020-09-22,25974,21640,47614
2020-09-23,26003,21804,47807
2020-09-24,26374,21779,48153
2020-09-25,25825,21469,47294
2020-09-26,7825,6630,14455
2020-09-27,4760,4247,9007
2020-09-28,26043,21547,47590
2020-09-29,24140,20299,44439
2020-09-30,3685,3234,6919
2020-10-01,2613,2290,4903
2020-10-02,3645,3171,6816
2020-10-03,4766,4109,8875
2020-10-04,4060,3769,7829
2020-10-05,25914,21580,47494
2020-10-06,26748,22492,49240
2020-10-07,27129,23004,50133
2020-10-08,27278,22978,50256
2020-10-09,7629,6493,14122
2020-10-10,7565,6352,13917
2020-10-11,5021,4524,9545
2020-10-12,27324,22989,50313
2020-10-13,27984,23331,51315
2020-10-14,27865,23594,51459
2020-10-15,28124,23753,51877
2020-10-16,27876,23508,51384
2020-10-17,8780,7650,16430
2020-10-18,5668,5037,10705
2020-10-19,27672,23338,51010
2020-10-20,28631,23893,52524
2020-10-21,28336,23890,52226
2020-10-22,28574,24447,53021
2020-10-23,28435,23916,52351
2020-10-24,9501,7980,17481
2020-10-25,5718,5205,10923
2020-10-26,27773,23545,51318
2020-10-27,28649,24152,52801
2020-10-28,28981,24495,53476
2020-10-29,28859,24492,53351
2020-10-30,28179,24106,52285
2020-10-31,9266,7845,17111
2020-11-01,5106,4541,9647
2020-11-02,28430,23777,52207
2020-11-03,29071,24165,53236
2020-11-04,29138,24080,53218
2020-11-05,29121,24489,53610
2020-11-06,28718,24014,52732
2020-11-07,9583,7839,17422
2020-11-08,5982,5200,11182
2020-11-09,28490,23673,52163
2020-11-10,29227,24417,53644
2020-11-11,29665,24551,54216
2020-11-12,29252,24358,53610
2020-11-13,28630,24000,52630
2020-11-14,10119,8182,18301
2020-11-15,5831,5116,10947
2020-11-16,28450,23613,52063
2020-11-17,29283,23655,52938
2020-11-18,28596,23872,52468
2020-11-19,28913,22983,51896
2020-11-20,27842,22934,50776
2020-11-21,8329,7212,15541
2020-11-22,5080,4428,9508
2020-11-23,27325,22345,49670
2020-11-24,26365,21472,47837
2020-11-25,26254,21404,47658
2020-11-26,25576,20780,46356
2020-11-27,24757,20184,44941
2020-11-28,6952,5444,12396
2020-11-29,4052,3506,7558
2020-11-30,25247,20165,45412
2020-12-01,25151,20258,45409
2020-12-02,25269,20408,45677
2020-12-03,24818,20057,44875
2020-12-04,24800,20102,44902
2020-12-05,6730,5581,12311
2020-12-06,4100,3561,7661
2020-12-07,24787,19941,44728
2020-12-08,23863,19274,43137
2020-12-09,23231,19105,42336
2020-12-10,23340,19033,42373
2020-12-11,23254,19001,42255
2020-12-12,5775,4874,10649
2020-12-13,3559,3007,6566
2020-12-14,22540,17972,40512
2020-12-15,22423,17638,40061
2020-12-16,22038,17693,39731
2020-12-17,22227,17678,39905
2020-12-18,22054,17708,39762
2020-12-19,5416,4493,9909
2020-12-20,3346,2910,6256
2020-12-21,22214,17785,39999
2020-12-22,22309,17891,40200
2020-12-23,21999,17730,39729
2020-12-24,21169,16835,38004
2020-12-25,4071,3305,7376
2020-12-26,4696,3874,8570
2020-12-27,3273,2795,6068
