사용일자,3호선,합계
2020-08-02,6385,6385
2020-08-03,17625,17625
2020-08-04,19624,19624
2020-08-05,19948,19948
2020-08-06,20595,20595
2020-08-07,21651,21651
2020-08-08,12570,12570
2020-08-09,6136,6136
2020-08-10,19459,19459
2020-08-11,20514,20514
2020-08-12,22055,22055
2020-08-13,21382,21382
2020-08-14,20302,20302
2020-08-15,13057,13057
2020-08-16,8722,8722
2020-08-17,8851,8851
2020-08-18,17855,17855
2020-08-19,16471,16471
2020-08-20,15316,15316
2020-08-21,14677,14677
2020-08-22,6272,6272
2020-08-23,4526,4526
2020-08-24,14126,14126
2020-08-25,14664,14664
2020-08-26,14195,14195
2020-08-27,13321,13321
2020-08-28,14179,14179
2020-08-29,5431,5431
2020-08-30,3841,3841
2020-08-31,13529,13529
2020-09-01,13524,13524
2020-09-02,13137,13137
2020-09-03,12785,12785
2020-09-04,14055,14055
2020-09-05,6330,6330
2020-09-06,4070,4070
2020-09-07,12554,12554
2020-09-08,14662,14662
2020-09-09,14209,14209
2020-09-10,14584,14584
2020-09-11,14766,14766
2020-09-12,7532,7532
2020-09-13,6432,6432
2020-09-14,15298,15298
2020-09-15,16395,16395
2020-09-16,15949,15949
2020-09-17,16933,16933
2020-09-18,17245,17245
2020-09-19,11010,11010
2020-09-20,7505,7505
2020-09-21,17269,17269
2020-09-22,18142,18142
2020-09-23,18344,18344
2020-09-24,18582,18582
2020-09-25,19063,19063
2020-09-26,12306,12306
2020-09-27,8698,8698
2020-09-28,15428,15428
2020-09-29,15041,15041
2020-09-30,5979,5979
2020-10-01,4638,4638
2020-10-02,7103,7103
2020-10-03,11563,11563
2020-10-04,6878,6878
2020-10-05,16942,16942
2020-10-06,18474,18474
2020-10-07,19356,19356
2020-10-08,19594,19594
2020-10-09,12728,12728
2020-10-10,12691,12691
2020-10-11,8378,8378
2020-10-12,18892,18892
2020-10-13,20492,20492
2020-10-14,20949,20949
2020-10-15,20782,20782
2020-10-16,21727,21727
2020-10-17,15366,15366
2020-10-18,10003,10003
2020-10-19,20649,20649
2020-10-20,21916,21916
2020-10-21,21666,21666
2020-10-22,21785,21785
2020-10-23,22741,22741
2020-10-24,16380,16380
2020-10-25,10803,10803
2020-10-26,20530,20530
2020-10-27,22185,22185
2020-10-28,22796,22796
2020-10-29,22537,22537
2020-10-30,23249,23249
2020-10-31,18164,18164
2020-11-01,8721,8721
2020-11-02,21160,21160
2020-11-03,23270,23270
2020-11-04,22865,22865
2020-11-05,23314,23314
2020-11-06,23286,23286
2020-11-07,17852,17852
2020-11-08,12619,12619
2020-11-09,21055,21055
2020-11-10,23196,23196
2020-11-11,23739,23739
2020-11-12,23331,23331
2020-11-13,23305,23305
2020-11-14,17608,17608
2020-11-15,11128,11128
2020-11-16,20628,20628
2020-11-17,22866,22866
2020-11-18,21122,21122
2020-11-19,20665,20665
2020-11-20,22035,22035
2020-11-21,13867,13867
2020-11-22,8518,8518
2020-11-23,18550,18550
2020-11-24,19018,19018
2020-11-25,18624,18624
2020-11-26,17449,17449
2020-11-27,16766,16766
2020-11-28,9241,9241
2020-11-29,5932,5932
2020-11-30,15571,15571
2020-12-01,16595,16595
2020-12-02,16638,16638
2020-12-03,16372,16372
2020-12-04,16174,16174
2020-12-05,8709,8709
2020-12-06,5529,5529
2020-12-07,15308,15308
2020-12-08,15364,15364
2020-12-09,15043,15043
2020-12-10,15062,15062
2020-12-11,14944,14944
2020-12-12,6784,6784
2020-12-13,4031,4031
2020-12-14,13426,13426
2020-12-15,13598,13598
2020-12-16,13497,13497
2020-12-17,13775,13775
2020-12-18,14323,14323
2020-12-19,5797,5797
2020-12-20,3630,3630
2020-12-21,14480,14480
2020-12-22,14629,14629
2020-12-23,14760,14760
2020-12-24,13392,13392
2020-12-25,4794,4794
2020-12-26,4952,4952
2020-12-27,3628,3628
2020-12-28,13561,13561
2020-12-29,13481,13481
2020-12-30,11255,11255
2020-12-31,9998,9998
2021-01-01,3029,3029
2021-01-02,4545,4545
2021-01-03,3496,3496
2021-01-04,13722,13722
2021-01-05,14178,14178
2021-01-06,13726,13726
2021-01-07,14862,14862
2021-01-08,13258,13258
2021-01-09,5784,5784
2021-01-10,3854,3854
2021-01-11,13694,13694
2021-01-12,15119,15119
2021-01-13,15722,15722
2021-01-14,14839,14839
2021-01-15,14552,14552
2021-01-16,7309,7309
2021-01-17,4743,4743
2021-01-18,15006,15006
2021-01-19,15347,15347
2021-01-20,16278,16278
2021-01-21,16104,16104
2021-01-22,15974,15974
2021-01-23,9939,9939
2021-01-24,7079,7079
2021-01-25,15825,15825
2021-01-26,16301,16301
2021-01-27,17383,17383
2021-01-28,16415,16415
2021-01-29,15839,15839
2021-01-30,10222,10222
2021-01-31,7041,7041
2021-02-01,16553,16553
2021-02-02,17231,17231
2021-02-03,18312,18312
2021-02-04,18080,18080
2021-02-05,17990,17990
2021-02-06,11379,11379
2021-02-07,7295,7295
2021-02-08,16847,16847
2021-02-09,17542,17542
2021-02-10,14544,14544
2021-02-11,6013,6013
2021-02-12,4977,4977
2021-02-13,9304,9304
2021-02-14,7727,7727
2021-02-15,13774,13774
2021-02-16,17517,17517
2021-02-17,17594,17594
2021-02-18,17637,17637
2021-02-19,18813,18813
2021-02-20,13670,13670
2021-02-21,9171,9171
2021-02-22,17819,17819
2021-02-23,18785,18785
2021-02-24,18973,18973
2021-02-25,18756,18756
2021-02-26,19382,19382
2021-02-27,14050,14050
2021-02-28,10541,10541
2021-03-01,6217,6217
2021-03-02,18926,18926
2021-03-03,19093,19093
2021-03-04,19442,19442
2021-03-05,20269,20269
2021-03-06,13624,13624
2021-03-07,9291,9291
2021-03-08,18545,18545
2021-03-09,19651,19651
2021-03-10,20327,20327
2021-03-11,19720,19720
2021-03-12,19721,19721
2021-03-13,15046,15046
2021-03-14,9872,9872
2021-03-15,18978,18978
2021-03-16,19740,19740
2021-03-17,20332,20332
2021-03-18,20540,20540
2021-03-19,21522,21522
2021-03-20,12822,12822
2021-03-21,10761,10761
2021-03-22,18995,18995
2021-03-23,21738,21738
2021-03-24,21759,21759
2021-03-25,22271,22271
2021-03-26,23202,23202
2021-03-27,13641,13641
2021-03-28,9117,9117
2021-03-29,18790,18790
2021-03-30,21528,21528
2021-03-31,22503,22503
2021-04-01,21500,21500
2021-04-02,21810,21810
2021-04-03,10759,10759
2021-04-04,10065,10065
2021-04-05,19072,19072
2021-04-06,20501,20501
2021-04-07,20486,20486
2021-04-08,20272,20272
2021-04-09,20495,20495
2021-04-10,15050,15050
2021-04-11,9654,9654
2021-04-12,17855,17855
2021-04-13,19541,19541
2021-04-14,20315,20315
2021-04-15,19886,19886
2021-04-16,19137,19137
2021-04-17,12856,12856
2021-04-18,9579,9579
2021-04-19,18617,18617
2021-04-20,19967,19967
2021-04-21,20073,20073
2021-04-22,19986,19986
2021-04-23,20413,20413
2021-04-24,14007,14007
2021-04-25,9840,9840
2021-04-26,18810,18810
2021-04-27,19876,19876
2021-04-28,20230,20230
2021-04-29,20207,20207
2021-04-30,20029,20029
2021-05-01,12531,12531
2021-05-02,10336,10336
2021-05-03,19252,19252
2021-05-04,19035,19035
2021-05-05,14584,14584
2021-05-06,20633,20633
2021-05-07,19781,19781
2021-05-08,11357,11357
2021-05-09,10339,10339
2021-05-10,18326,18326
2021-05-11,20749,20749
2021-05-12,21143,21143
2021-05-13,20810,20810
2021-05-14,21872,21872
2021-05-15,13242,13242
2021-05-16,6735,6735
2021-05-17,18322,18322
2021-05-18,21357,21357
2021-05-19,19242,19242
2021-05-20,19415,19415
2021-05-21,20472,20472
2021-05-22,16367,16367
2021-05-23,10315,10315
2021-05-24,18848,18848
2021-05-25,19840,19840
2021-05-26,21108,21108
2021-05-27,19212,19212
2021-05-28,19829,19829
2021-05-29,14851,14851
2021-05-30,10171,10171
2021-05-31,18491,18491
2021-06-01,19739,19739
2021-06-02,20252,20252
2021-06-03,18904,18904
2021-06-04,21011,21011
2021-06-05,14764,14764
2021-06-06,9282,9282
2021-06-07,18177,18177
2021-06-08,19737,19737
2021-06-09,20085,20085
2021-06-10,19921,19921
2021-06-11,19337,19337
2021-06-12,13984,13984
2021-06-13,9073,9073
2021-06-14,18721,18721
2021-06-15,19580,19580
2021-06-16,20576,20576
2021-06-17,20085,20085
2021-06-18,20509,20509
2021-06-19,15491,15491
2021-06-20,9934,9934
2021-06-21,19486,19486
2021-06-22,21366,21366
2021-06-23,21069,21069
2021-06-24,21601,21601
2021-06-25,21300,21300
2021-06-26,13961,13961
2021-06-27,10163,10163
2021-06-28,19520,19520
2021-06-29,21030,21030
2021-06-30,21276,21276
2021-07-01,21354,21354
2021-07-02,21566,21566
2021-07-03,12904,12904
2021-07-04,6966,6966
2021-07-05,20213,20213
2021-07-06,21386,21386
2021-07-07,20076,20076
2021-07-08,19608,19608
2021-07-09,18926,18926
2021-07-10,9360,9360
2021-07-11,6118,6118
2021-07-12,16171,16171
2021-07-13,15895,15895
2021-07-14,15947,15947
2021-07-15,15287,15287
2021-07-16,15016,15016
2021-07-17,8195,8195
2021-07-18,5939,5939
2021-07-19,14865,14865
2021-07-20,15790,15790
2021-07-21,15897,15897
2021-07-22,15107,15107
2021-07-23,15106,15106
2021-07-24,8027,8027
2021-07-25,5765,5765
2021-07-26,14548,14548
2021-07-27,15428,15428
2021-07-28,15672,15672
2021-07-29,15317,15317
2021-07-30,15398,15398
2021-07-31,8207,8207
2021-08-01,5654,5654
2021-08-02,13738,13738
2021-08-03,15186,15186
2021-08-04,15539,15539
2021-08-05,15513,15513
2021-08-06,15206,15206
2021-08-07,9462,9462
2021-08-08,6891,6891
2021-08-09,15037,15037
2021-08-10,16298,16298
2021-08-11,16737,16737
2021-08-12,16176,16176
2021-08-13,16201,16201
2021-08-14,10320,10320
2021-08-15,8528,8528
2021-08-16,8331,8331
2021-08-17,16959,16959
2021-08-18,17395,17395
2021-08-19,17529,17529
2021-08-20,17619,17619
2021-08-21,9105,9105
2021-08-22,8594,8594
2021-08-23,16315,16315
2021-08-24,17027,17027
2021-08-25,18650,18650
2021-08-26,18036,18036
2021-08-27,17571,17571
2021-08-28,12168,12168
2021-08-29,8582,8582
2021-08-30,16965,16965
2021-08-31,17354,17354
2021-09-01,17780,17780
2021-09-02,18010,18010
2021-09-03,18887,18887
2021-09-04,13833,13833
2021-09-05,9364,9364
2021-09-06,17288,17288
2021-09-07,17550,17550
2021-09-08,19745,19745
2021-09-09,19307,19307
2021-09-10,19617,19617
2021-09-11,14782,14782
2021-09-12,10257,10257
2021-09-13,17801,17801
2021-09-14,19173,19173
2021-09-15,19859,19859
2021-09-16,19686,19686
2021-09-17,19198,19198
2021-09-18,12803,12803
2021-09-19,9150,9150
2021-09-20,7669,7669
2021-09-21,5813,5813
2021-09-22,9532,9532
2021-09-23,16090,16090
2021-09-24,17602,17602
2021-09-25,14050,14050
2021-09-26,9984,9984
2021-09-27,18203,18203
2021-09-28,19345,19345
2021-09-29,18585,18585
2021-09-30,19654,19654
2021-10-01,20295,20295
2021-10-02,14887,14887
2021-10-03,11667,11667
2021-10-04,9679,9679
2021-10-05,19516,19516
2021-10-06,19890,19890
2021-10-07,19781,19781
2021-10-08,20261,20261
2021-10-09,15260,15260
2021-10-10,10023,10023
2021-10-11,11979,11979
2021-10-12,20256,20256
2021-10-13,21025,21025
2021-10-14,20622,20622
2021-10-15,20427,20427
2021-10-16,15591,15591
2021-10-17,10128,10128
2021-10-18,18970,18970
2021-10-19,20173,20173
2021-10-20,21277,21277
2021-10-21,20886,20886
2021-10-22,22002,22002
2021-10-23,18156,18156
2021-10-24,12702,12702
2021-10-25,20099,20099
2021-10-26,21785,21785
2021-10-27,22743,22743
2021-10-28,22433,22433
2021-10-29,22872,22872
2021-10-30,19632,19632
2021-10-31,14138,14138
2021-11-01,20639,20639
2021-11-02,23041,23041
2021-11-03,23665,23665
2021-11-04,23186,23186
2021-11-05,25018,25018
2021-11-06,23322,23322
2021-11-07,16354,16354
2021-11-08,19408,19408
2021-11-09,21413,21413
2021-11-10,23538,23538
2021-11-11,23234,23234
2021-11-12,23840,23840
2021-11-13,17438,17438
2021-11-14,13130,13130
2021-11-15,20637,20637
2021-11-16,22509,22509
2021-11-17,23849,23849
2021-11-18,22622,22622
2021-11-19,24497,24497
2021-11-20,19083,19083
2021-11-21,12230,12230
2021-11-22,21213,21213
2021-11-23,22391,22391
2021-11-24,22952,22952
2021-11-25,22886,22886
2021-11-26,23567,23567
2021-11-27,17817,17817
2021-11-28,11515,11515
2021-11-29,20948,20948
2021-11-30,20851,20851
2021-12-01,21897,21897
2021-12-02,21787,21787
2021-12-03,22392,22392
2021-12-04,15973,15973
2021-12-05,10524,10524
2021-12-06,19811,19811
2021-12-07,20652,20652
2021-12-08,20660,20660
