사용일자,분당선,합계
2021-12-06,10075,10075
2021-12-07,10413,10413
2021-12-08,10672,10672
2021-12-09,10842,10842
2021-12-10,10631,10631
2021-12-11,7071,7071
2021-12-12,5064,5064
2021-12-13,9236,9236
2021-12-14,9972,9972
2021-12-15,10512,10512
2021-12-16,10240,10240
2021-12-17,10175,10175
2021-12-18,6746,6746
2021-12-19,5266,5266
2021-12-20,9849,9849
2021-12-21,10405,10405
2021-12-22,10772,10772
2021-12-23,10901,10901
2021-12-24,10601,10601
2021-12-25,5027,5027
2021-12-26,3581,3581
2021-12-27,8994,8994
2021-12-28,9876,9876
2021-12-29,10185,10185
2021-12-30,10134,10134
2021-12-31,8503,8503
2022-01-01,3292,3292
2022-01-02,3894,3894
2022-01-03,9730,9730
2022-01-04,10192,10192
2022-01-05,10516,10516
2022-01-06,10434,10434
2022-01-07,10766,10766
2022-01-08,6964,6964
2022-01-09,5138,5138
2022-01-10,10074,10074
2022-01-11,10490,10490
2022-01-12,10515,10515
2022-01-13,10604,10604
2022-01-14,10725,10725
2022-01-15,7408,7408
2022-01-16,5344,5344
2022-01-17,10401,10401
2022-01-18,10656,10656
2022-01-19,11234,11234
2022-01-20,11054,11054
2022-01-21,11099,11099
2022-01-22,7814,7814
2022-01-23,5640,5640
2022-01-24,9952,9952
2022-01-25,10265,10265
2022-01-26,10743,10743
2022-01-27,10397,10397
2022-01-28,10011,10011
2022-01-29,5518,5518
2022-01-30,3961,3961
2022-01-31,2578,2578
2022-02-01,2181,2181
2022-02-02,3903,3903
2022-02-03,8959,8959
2022-02-04,9597,9597
2022-02-05,6091,6091
2022-02-06,4420,4420
2022-02-07,9388,9388
2022-02-08,9491,9491
2022-02-09,9902,9902
2022-02-10,9746,9746
2022-02-11,10154,10154
2022-02-12,6912,6912
2022-02-13,4982,4982
2022-02-14,9238,9238
2022-02-15,9268,9268
2022-02-16,9408,9408
2022-02-17,9243,9243
2022-02-18,9553,9553
2022-02-19,6408,6408
2022-02-20,4492,4492
2022-02-21,8933,8933
2022-02-22,9281,9281
2022-02-23,9237,9237
2022-02-24,9112,9112
2022-02-25,9488,9488
2022-02-26,5830,5830
2022-02-27,5196,5196
2022-02-28,8590,8590
2022-03-01,4768,4768
2022-03-02,9140,9140
2022-03-03,9317,9317
2022-03-04,9373,9373
2022-03-05,6592,6592
2022-03-06,4918,4918
2022-03-07,8864,8864
2022-03-08,9176,9176
2022-03-09,6167,6167
2022-03-10,9140,9140
2022-03-11,9610,9610
2022-03-12,7838,7838
2022-03-13,3870,3870
2022-03-14,8142,8142
2022-03-15,8933,8933
2022-03-16,9331,9331
2022-03-17,8851,8851
2022-03-18,9212,9212
2022-03-19,5982,5982
2022-03-20,5523,5523
2022-03-21,8753,8753
2022-03-22,9351,9351
2022-03-23,9371,9371
2022-03-24,9410,9410
2022-03-25,9702,9702
2022-03-26,7005,7005
2022-03-27,6831,6831
2022-03-28,9510,9510
2022-03-29,10395,10395
2022-03-30,9845,9845
2022-03-31,10313,10313
2022-04-01,12064,12064
2022-04-02,13642,13642
2022-04-03,10714,10714
2022-04-04,11044,11044
2022-04-05,11632,11632
2022-04-06,12602,12602
2022-04-07,12492,12492
2022-04-08,16459,16459
2022-04-09,25385,25385
2022-04-10,20450,20450
2022-04-11,14911,14911
2022-04-12,12845,12845
2022-04-13,10663,10663
2022-04-14,11518,11518
2022-04-15,13874,13874
2022-04-16,15990,15990
2022-04-17,11113,11113
2022-04-18,11722,11722
2022-04-19,12485,12485
2022-04-20,12922,12922
2022-04-21,13226,13226
2022-04-22,12525,12525
2022-04-23,15617,15617
2022-04-24,10299,10299
2022-04-25,11587,11587
2022-04-26,12495,12495
2022-04-27,13183,13183
2022-04-28,13802,13802
2022-04-29,13946,13946
2022-04-30,14500,14500
2022-05-01,10537,10537
2022-05-02,12440,12440
2022-05-03,13388,13388
2022-05-04,14898,14898
2022-05-05,15034,15034
2022-05-06,14159,14159
2022-05-07,11578,11578
2022-05-08,6559,6559
2022-05-09,12233,12233
2022-05-10,13125,13125
2022-05-11,13266,13266
2022-05-12,13619,13619
2022-05-13,15563,15563
2022-05-14,14279,14279
2022-05-15,10409,10409
2022-05-16,12278,12278
2022-05-17,12921,12921
2022-05-18,13149,13149
2022-05-19,13532,13532
2022-05-20,15359,15359
2022-05-21,13383,13383
2022-05-22,9549,9549
2022-05-23,11982,11982
2022-05-24,12950,12950
2022-05-25,13503,13503
2022-05-26,13249,13249
2022-05-27,14634,14634
2022-05-28,13107,13107
2022-05-29,8811,8811
2022-05-30,11299,11299
2022-05-31,13382,13382
2022-06-01,10215,10215
2022-06-02,12471,12471
2022-06-03,13239,13239
2022-06-04,11525,11525
2022-06-05,8392,8392
2022-06-06,6841,6841
2022-06-07,12354,12354
2022-06-08,12502,12502
2022-06-09,12298,12298
2022-06-10,12846,12846
2022-06-11,11173,11173
2022-06-12,8066,8066
2022-06-13,11179,11179
2022-06-14,12282,12282
2022-06-15,12028,12028
2022-06-16,12842,12842
2022-06-17,13580,13580
2022-06-18,10418,10418
2022-06-19,7758,7758
2022-06-20,12014,12014
2022-06-21,13118,13118
2022-06-22,13233,13233
2022-06-23,12026,12026
2022-06-24,13298,13298
2022-06-25,10871,10871
2022-06-26,6290,6290
2022-06-27,11084,11084
2022-06-28,11995,11995
2022-06-29,11773,11773
2022-06-30,11986,11986
2022-07-01,12875,12875
2022-07-02,10115,10115
2022-07-03,6417,6417
2022-07-04,11621,11621
2022-07-05,12802,12802
2022-07-06,12513,12513
2022-07-07,12162,12162
2022-07-08,12710,12710
2022-07-09,9519,9519
2022-07-10,6182,6182
2022-07-11,11244,11244
2022-07-12,12526,12526
2022-07-13,11284,11284
2022-07-14,12437,12437
2022-07-15,13614,13614
2022-07-16,9018,9018
2022-07-17,6802,6802
2022-07-18,11667,11667
2022-07-19,12449,12449
2022-07-20,12683,12683
2022-07-21,12293,12293
2022-07-22,12420,12420
2022-07-23,8469,8469
2022-07-24,5799,5799
2022-07-25,11473,11473
2022-07-26,12251,12251
2022-07-27,12057,12057
2022-07-28,12204,12204
2022-07-29,12309,12309
2022-07-30,7777,7777
2022-07-31,4972,4972
2022-08-01,10523,10523
2022-08-02,11486,11486
2022-08-03,11645,11645
2022-08-04,12146,12146
2022-08-05,12218,12218
2022-08-06,7394,7394
2022-08-07,5495,5495
2022-08-08,10115,10115
2022-08-09,9491,9491
2022-08-10,11204,11204
2022-08-11,11068,11068
2022-08-12,12483,12483
2022-08-13,7445,7445
2022-08-14,6132,6132
2022-08-15,5109,5109
2022-08-16,11836,11836
2022-08-17,12462,12462
2022-08-18,12878,12878
2022-08-19,12005,12005
2022-08-20,9323,9323
2022-08-21,6582,6582
2022-08-22,11140,11140
2022-08-23,11869,11869
2022-08-24,12497,12497
2022-08-25,12087,12087
2022-08-26,12819,12819
2022-08-27,11884,11884
2022-08-28,8759,8759
2022-08-29,11289,11289
2022-08-30,11398,11398
2022-08-31,12616,12616
2022-09-01,13291,13291
2022-09-02,14707,14707
2022-09-03,13758,13758
2022-09-04,6078,6078
2022-09-05,10291,10291
2022-09-06,11021,11021
2022-09-07,13022,13022
2022-09-08,12442,12442
2022-09-09,5958,5958
2022-09-10,4555,4555
2022-09-11,6799,6799
2022-09-12,7353,7353
2022-09-13,10611,10611
2022-09-14,12069,12069
2022-09-15,12472,12472
2022-09-16,13102,13102
2022-09-17,12567,12567
2022-09-18,8668,8668
2022-09-19,12389,12389
2022-09-20,13300,13300
2022-09-21,13728,13728
2022-09-22,13959,13959
2022-09-23,15122,15122
2022-09-24,14397,14397
2022-09-25,10521,10521
2022-09-26,13030,13030
2022-09-27,13647,13647
2022-09-28,13595,13595
2022-09-29,13608,13608
2022-09-30,14549,14549
2022-10-01,14109,14109
2022-10-02,8891,8891
2022-10-03,5746,5746
2022-10-04,12487,12487
2022-10-05,13498,13498
2022-10-06,13674,13674
2022-10-07,15068,15068
2022-10-08,15740,15740
2022-10-09,7934,7934
2022-10-10,6489,6489
2022-10-11,12513,12513
2022-10-12,13502,13502
2022-10-13,13272,13272
2022-10-14,14185,14185
2022-10-15,12850,12850
2022-10-16,8410,8410
2022-10-17,11979,11979
2022-10-18,12994,12994
2022-10-19,13423,13423
2022-10-20,13684,13684
2022-10-21,14212,14212
2022-10-22,12739,12739
2022-10-23,9350,9350
2022-10-24,12320,12320
2022-10-25,13053,13053
2022-10-26,13568,13568
2022-10-27,14074,14074
2022-10-28,15530,15530
2022-10-29,15685,15685
2022-10-30,11297,11297
2022-10-31,12742,12742
2022-11-01,13131,13131
2022-11-02,13910,13910
2022-11-03,13510,13510
2022-11-04,14846,14846
2022-11-05,14858,14858
2022-11-06,11496,11496
2022-11-07,12585,12585
2022-11-08,13461,13461
2022-11-09,13483,13483
2022-11-10,13159,13159
2022-11-11,14406,14406
2022-11-12,10555,10555
2022-11-13,8065,8065
2022-11-14,11982,11982
2022-11-15,12629,12629
2022-11-16,12850,12850
2022-11-17,13694,13694
2022-11-18,14413,14413
2022-11-19,12441,12441
2022-11-20,9758,9758
2022-11-21,12195,12195
2022-11-22,12667,12667
2022-11-23,13051,13051
2022-11-24,12984,12984
2022-11-25,13506,13506
2022-11-26,11163,11163
2022-11-27,7947,7947
2022-11-28,11242,11242
2022-11-29,11716,11716
2022-11-30,11387,11387
2022-12-01,11437,11437
2022-12-02,11961,11961
2022-12-03,8445,8445
2022-12-04,5619,5619
2022-12-05,11610,11610
2022-12-06,11724,11724
2022-12-07,12302,12302
2022-12-08,12600,12600
2022-12-09,13017,13017
2022-12-10,9865,9865
2022-12-11,6648,6648
2022-12-12,11300,11300
2022-12-13,12134,12134
2022-12-14,11981,11981
2022-12-15,12797,12797
2022-12-16,13187,13187
2022-12-17,9648,9648
2022-12-18,6305,6305
2022-12-19,11552,11552
2022-12-20,13460,13460
2022-12-21,14068,14068
2022-12-22,13590,13590
2022-12-23,12869,12869
2022-12-24,10048,10048
2022-12-25,8104,8104
2022-12-26,12045,12045
2022-12-27,13089,13089
2022-12-28,12870,12870
2022-12-29,13096,13096
2022-12-30,12889,12889
2022-12-31,7274,7274
2023-01-01,5109,5109
2023-01-02,10960,10960
2023-01-03,12411,12411
2023-01-04,12937,12937
2023-01-05,12957,12957
2023-01-06,13282,13282
2023-01-07,9401,9401
2023-01-08,6962,6962
2023-01-09,12271,12271
2023-01-10,12889,12889
2023-01-11,13039,13039
2023-01-12,13419,13419
2023-01-13,13160,13160
2023-01-14,9191,9191
2023-01-15,6419,6419
2023-01-16,12168,12168
2023-01-17,12719,12719
2023-01-18,13215,13215
2023-01-19,12625,12625
2023-01-20,11305,11305
2023-01-21,3900,3900
2023-01-22,2339,2339
2023-01-23,3998,3998
2023-01-24,3940,3940
2023-01-25,10027,10027
2023-01-26,13297,13297
2023-01-27,12858,12858
2023-01-28,8765,8765
2023-01-29,6020,6020
2023-01-30,12272,12272
2023-01-31,12938,12938
2023-02-01,13380,13380
2023-02-02,13030,13030
2023-02-03,13572,13572
2023-02-04,10079,10079
2023-02-05,8089,8089
2023-02-06,12172,12172
2023-02-07,12907,12907
2023-02-08,13336,13336
2023-02-09,13207,13207
2023-02-10,13160,13160
2023-02-11,9733,9733
2023-02-12,6870,6870
2023-02-13,12372,12372
2023-02-14,13722,13722
2023-02-15,13001,13001
2023-02-16,12886,12886
2023-02-17,13386,13386
2023-02-18,9223,9223
2023-02-19,6999,6999
2023-02-20,12059,12059
2023-02-21,12917,12917
2023-02-22,12178,12178
2023-02-23,13308,13308
2023-02-24,13412,13412
2023-02-25,10631,10631
2023-02-26,7703,7703
2023-02-27,12676,12676
2023-02-28,13457,13457
2023-03-01,7822,7822
2023-03-02,11973,11973
2023-03-03,13037,13037
2023-03-04,10727,10727
2023-03-05,7693,7693
2023-03-06,12243,12243
2023-03-07,12857,12857
2023-03-08,13065,13065
2023-03-09,12921,12921
2023-03-10,14187,14187
2023-03-11,12848,12848
2023-03-12,5563,5563
2023-03-13,11877,11877
2023-03-14,13343,13343
2023-03-15,12925,12925
2023-03-16,13181,13181
2023-03-17,13960,13960
2023-03-18,11971,11971
2023-03-19,9649,9649
2023-03-20,12855,12855
2023-03-21,13521,13521
2023-03-22,13878,13878
2023-03-23,13906,13906
2023-03-24,14838,14838
2023-03-25,14323,14323
2023-03-26,12166,12166
2023-03-27,13578,13578
2023-03-28,14982,14982
2023-03-29,16100,16100
2023-03-30,17600,17600
2023-03-31,21181,21181
2023-04-01,32321,32321
2023-04-02,25555,25555
2023-04-03,19702,19702
2023-04-04,16033,16033
2023-04-05,12137,12137
2023-04-06,13479,13479
2023-04-07,16766,16766
2023-04-08,18288,18288
2023-04-09,13461,13461
2023-04-10,15602,15602
2023-04-11,13225,13225
2023-04-12,15453,15453
2023-04-13,15374,15374
2023-04-14,16922,16922
2023-04-15,12788,12788
2023-04-16,12277,12277
2023-04-17,15976,15976
2023-04-18,14407,14407
2023-04-19,18037,18037
2023-04-20,14972,14972
2023-04-21,17963,17963
2023-04-22,19642,19642
2023-04-23,13915,13915
2023-04-24,14441,14441
2023-04-25,13141,13141
2023-04-26,15468,15468
2023-04-27,16204,16204
2023-04-28,17986,17986
2023-04-29,10466,10466
2023-04-30,14803,14803
2023-05-01,15264,15264
2023-05-02,14988,14988
2023-05-03,15578,15578
2023-05-04,15954,15954
2023-05-05,7032,7032
2023-05-06,9300,9300
2023-05-07,9144,9144
2023-05-08,13417,13417
2023-05-09,14311,14311
2023-05-10,15827,15827
2023-05-11,14893,14893
2023-05-12,16919,16919
2023-05-13,16186,16186
2023-05-14,11881,11881
2023-05-15,14005,14005
2023-05-16,14229,14229
2023-05-17,14700,14700
2023-05-18,13722,13722
2023-05-19,16826,16826
2023-05-20,15170,15170
2023-05-21,9977,9977
2023-05-22,13278,13278
2023-05-23,13957,13957
2023-05-24,13946,13946
2023-05-25,13955,13955
2023-05-26,15359,15359
2023-05-27,9865,9865
2023-05-28,6778,6778
2023-05-29,9052,9052
2023-05-30,13411,13411
2023-05-31,13936,13936
2023-06-01,14650,14650
2023-06-02,16118,16118
2023-06-03,15077,15077
2023-06-04,12129,12129
2023-06-05,14049,14049
2023-06-06,12106,12106
2023-06-07,13825,13825
2023-06-08,13531,13531
2023-06-09,15077,15077
2023-06-10,11842,11842
2023-06-11,8123,8123
2023-06-12,13107,13107
2023-06-13,13913,13913
2023-06-14,14066,14066
2023-06-15,14082,14082
2023-06-16,14934,14934
2023-06-17,13719,13719
2023-06-18,9059,9059
2023-06-19,12616,12616
2023-06-20,13323,13323
2023-06-21,13265,13265
2023-06-22,14366,14366
2023-06-23,15137,15137
2023-06-24,12333,12333
2023-06-25,8364,8364
2023-06-26,12220,12220
2023-06-27,13928,13928
2023-06-28,13693,13693
2023-06-29,12332,12332
2023-06-30,13657,13657
