사용일자,2호선,6호선,합계
2020-02-12,15017,9980,24997
2020-02-13,15823,9714,25537
2020-02-14,16406,10206,26612
2020-02-15,12018,5799,17817
2020-02-16,8054,5068,13122
2020-02-17,14972,9545,24517
2020-02-18,15621,10235,25856
2020-02-19,15737,10234,25971
2020-02-20,15259,9546,24805
2020-02-21,15121,9530,24651
2020-02-22,9858,5358,15216
2020-02-23,6996,4503,11499
2020-02-24,12871,7826,20697
2020-02-25,12075,7920,19995
2020-02-26,12378,7878,20256
2020-02-27,12200,7354,19554
2020-02-28,11930,7577,19507
2020-02-29,7581,3727,11308
2020-03-01,4980,3252,8232
2020-03-02,11413,6843,18256
2020-03-03,11686,7289,18975
2020-03-04,11612,7461,19073
2020-03-05,11473,7239,18712
2020-03-06,12107,7492,19599
2020-03-07,7770,3766,11536
2020-03-08,5661,3490,9151
2020-03-09,11566,6968,18534
2020-03-10,11341,7338,18679
2020-03-11,11863,7618,19481
2020-03-12,11552,7292,18844
2020-03-13,12049,7647,19696
2020-03-14,8374,3955,12329
2020-03-15,5618,3776,9394
2020-03-16,11649,6901,18550
2020-03-17,11696,7116,18812
2020-03-18,11824,7122,18946
2020-03-19,11373,6716,18089
2020-03-20,12433,7114,19547
2020-03-21,8214,3494,11708
2020-03-22,5979,3363,9342
2020-03-23,11793,6832,18625
2020-03-24,11877,6980,18857
2020-03-25,12082,7050,19132
2020-03-26,11839,6815,18654
2020-03-27,12249,6997,19246
2020-03-28,8353,3288,11641
2020-03-29,6141,3571,9712
2020-03-30,12016,6909,18925
2020-03-31,11958,6803,18761
2020-04-01,12051,6781,18832
2020-04-02,11841,6927,18768
2020-04-03,12329,6996,19325
2020-04-04,8437,3271,11708
2020-04-05,5959,3133,9092
2020-04-06,12051,7205,19256
2020-04-07,12346,7287,19633
2020-04-08,12373,7344,19717
2020-04-09,12260,7150,19410
2020-04-10,12577,7078,19655
2020-04-11,8576,3281,11857
2020-04-12,6250,3298,9548
2020-04-13,12408,7091,19499
2020-04-14,12845,7506,20351
2020-04-15,8301,4753,13054
2020-04-16,12615,7309,19924
2020-04-17,12371,7184,19555
2020-04-18,9566,3720,13286
2020-04-19,6388,3334,9722
2020-04-20,12857,7231,20088
2020-04-21,13118,7402,20520
2020-04-22,12806,7460,20266
2020-04-23,12986,7298,20284
2020-04-24,13592,7571,21163
2020-04-25,9340,3901,13241
2020-04-26,7546,3704,11250
2020-04-27,13334,7534,20868
2020-04-28,13415,7686,21101
2020-04-29,13815,8014,21829
2020-04-30,8934,4968,13902
2020-05-01,9726,5625,15351
2020-05-02,8682,3592,12274
2020-05-03,7347,3303,10650
2020-05-04,12435,7259,19694
2020-05-05,8285,4707,12992
2020-05-06,13689,8014,21703
2020-05-07,13993,7870,21863
2020-05-08,14297,7794,22091
2020-05-09,8616,3996,12612
2020-05-10,7522,3662,11184
2020-05-11,13588,7770,21358
2020-05-12,13732,7930,21662
2020-05-13,13712,7847,21559
2020-05-14,13460,7722,21182
2020-05-15,13361,7726,21087
2020-05-16,9755,4267,14022
2020-05-17,7818,3895,11713
2020-05-18,13188,7662,20850
2020-05-19,13412,7663,21075
2020-05-20,14191,8249,22440
2020-05-21,13750,7948,21698
2020-05-22,14408,8317,22725
2020-05-23,10476,4670,15146
2020-05-24,7283,3886,11169
2020-05-25,14001,7969,21970
2020-05-26,13878,8190,22068
2020-05-27,14086,8473,22559
2020-05-28,13723,8340,22063
2020-05-29,14115,8306,22421
2020-05-30,10043,4240,14283
2020-05-31,7477,3641,11118
2020-06-01,13617,8018,21635
2020-06-02,13278,7808,21086
2020-06-03,13984,8266,22250
2020-06-04,13670,8057,21727
2020-06-05,13979,8452,22431
2020-06-06,9247,4097,13344
2020-06-07,7668,3824,11492
2020-06-08,13525,8029,21554
2020-06-09,13391,8097,21488
2020-06-10,13779,8378,22157
2020-06-11,13883,8311,22194
2020-06-12,14133,8343,22476
2020-06-13,9999,4308,14307
2020-06-14,7322,3655,10977
2020-06-15,13582,8334,21916
2020-06-16,13683,8316,21999
2020-06-17,13656,8213,21869
2020-06-18,13520,8198,21718
2020-06-19,13952,8252,22204
2020-06-20,9933,4383,14316
2020-06-21,7481,3830,11311
2020-06-22,13340,8224,21564
2020-06-23,13668,8457,22125
2020-06-24,13051,8373,21424
2020-06-25,13814,8301,22115
2020-06-26,14271,8631,22902
2020-06-27,10451,4514,14965
2020-06-28,7734,3842,11576
2020-06-29,13777,8384,22161
2020-06-30,13671,8408,22079
2020-07-01,14172,8527,22699
2020-07-02,14069,8446,22515
2020-07-03,14414,8847,23261
2020-07-04,10036,4450,14486
2020-07-05,7857,3977,11834
2020-07-06,13918,8225,22143
2020-07-07,13889,8291,22180
2020-07-08,14142,8356,22498
2020-07-09,14057,8449,22506
2020-07-10,14195,8441,22636
2020-07-11,9962,4017,13979
2020-07-12,7732,3828,11560
2020-07-13,13161,8227,21388
2020-07-14,14154,8394,22548
2020-07-15,14460,8539,22999
2020-07-16,14154,8323,22477
2020-07-17,14191,8307,22498
2020-07-18,10084,4510,14594
2020-07-19,6436,3673,10109
2020-07-20,13686,8139,21825
2020-07-21,14154,8267,22421
2020-07-22,13717,8482,22199
2020-07-23,13699,8851,22550
2020-07-24,14294,8611,22905
2020-07-25,10488,4515,15003
2020-07-26,7974,4005,11979
2020-07-27,13619,8517,22136
2020-07-28,13989,8662,22651
2020-07-29,13548,8560,22108
2020-07-30,13930,8447,22377
2020-07-31,14442,8628,23070
2020-08-01,8731,3693,12424
2020-08-02,6031,3451,9482
2020-08-03,12166,7587,19753
2020-08-04,12973,7730,20703
2020-08-05,13165,7760,20925
2020-08-06,13721,8321,22042
2020-08-07,14374,8923,23297
2020-08-08,10168,5079,15247
2020-08-09,5873,3031,8904
2020-08-10,12852,5502,18354
2020-08-11,12973,5896,18869
2020-08-12,13510,5964,19474
2020-08-13,13483,5901,19384
2020-08-14,13346,5918,19264
2020-08-15,8313,3985,12298
2020-08-16,7246,3422,10668
2020-08-17,9263,5240,14503
2020-08-18,12925,8102,21027
2020-08-19,12461,7744,20205
2020-08-20,12167,7510,19677
2020-08-21,12383,7285,19668
2020-08-22,7445,3290,10735
2020-08-23,5597,2985,8582
2020-08-24,11942,7305,19247
2020-08-25,12128,7436,19564
2020-08-26,11784,7307,19091
2020-08-27,11059,6731,17790
2020-08-28,11929,7164,19093
2020-08-29,7152,2943,10095
2020-08-30,4860,2649,7509
2020-08-31,11289,6882,18171
2020-09-01,11217,6887,18104
2020-09-02,10858,6960,17818
2020-09-03,10795,6803,17598
2020-09-04,11840,6941,18781
2020-09-05,7555,3206,10761
2020-09-06,5385,2884,8269
2020-09-07,10859,7092,17951
2020-09-08,11952,7156,19108
2020-09-09,11633,7064,18697
2020-09-10,11887,7111,18998
2020-09-11,12234,7188,19422
2020-09-12,7822,3128,10950
2020-09-13,6232,3144,9376
2020-09-14,12376,7369,19745
2020-09-15,12726,7498,20224
2020-09-16,12647,7678,20325
2020-09-17,12639,7551,20190
2020-09-18,13406,7842,21248
2020-09-19,9426,3982,13408
2020-09-20,6915,3629,10544
2020-09-21,13072,7826,20898
2020-09-22,13349,8095,21444
2020-09-23,13594,8276,21870
2020-09-24,13343,8122,21465
2020-09-25,13892,8192,22084
2020-09-26,10254,4258,14512
2020-09-27,7275,4000,11275
2020-09-28,13850,7906,21756
2020-09-29,13452,6880,20332
2020-09-30,5793,1811,7604
2020-10-01,4073,1205,5278
2020-10-02,5228,2247,7475
2020-10-03,6769,2697,9466
2020-10-04,6581,2767,9348
2020-10-05,13328,7824,21152
2020-10-06,13633,8307,21940
2020-10-07,13698,8302,22000
2020-10-08,14319,8515,22834
2020-10-09,9581,5481,15062
2020-10-10,9857,4362,14219
2020-10-11,7324,3940,11264
2020-10-12,13551,8159,21710
2020-10-13,14041,8464,22505
2020-10-14,14199,8424,22623
2020-10-15,13955,8494,22449
2020-10-16,14415,8510,22925
2020-10-17,10740,5015,15755
2020-10-18,8008,3930,11938
2020-10-19,13691,8268,21959
2020-10-20,14240,8268,22508
2020-10-21,14219,8460,22679
2020-10-22,14216,8280,22496
2020-10-23,14838,8645,23483
2020-10-24,10580,4258,14838
2020-10-25,8285,3759,12044
2020-10-26,14099,8367,22466
2020-10-27,14232,8250,22482
2020-10-28,14288,8241,22529
2020-10-29,14178,8258,22436
2020-10-30,14974,8624,23598
2020-10-31,11060,4696,15756
2020-11-01,7088,3755,10843
2020-11-02,14108,8539,22647
2020-11-03,14246,8482,22728
2020-11-04,14331,8696,23027
2020-11-05,14371,8455,22826
2020-11-06,14767,8673,23440
2020-11-07,11121,4511,15632
2020-11-08,8151,4234,12385
2020-11-09,13921,8261,22182
2020-11-10,14281,8469,22750
2020-11-11,14649,8648,23297
2020-11-12,14351,8493,22844
2020-11-13,15010,8906,23916
2020-11-14,11082,4808,15890
2020-11-15,8588,4750,13338
2020-11-16,13642,8329,21971
2020-11-17,14198,8683,22881
2020-11-18,14009,8609,22618
2020-11-19,13497,8308,21805
2020-11-20,14744,8908,23652
2020-11-21,9924,4352,14276
2020-11-22,7337,4301,11638
2020-11-23,13390,8120,21510
2020-11-24,13370,8237,21607
2020-11-25,13470,8209,21679
2020-11-26,12978,7583,20561
2020-11-27,13219,7535,20754
2020-11-28,8615,3649,12264
2020-11-29,6484,3509,9993
2020-11-30,12580,7208,19788
2020-12-01,12561,7254,19815
2020-12-02,13011,7707,20718
2020-12-03,13007,7517,20524
2020-12-04,12959,7149,20108
2020-12-05,8663,3576,12239
2020-12-06,6419,3544,9963
2020-12-07,12291,7115,19406
2020-12-08,11767,7044,18811
2020-12-09,11872,7002,18874
2020-12-10,11881,7052,18933
2020-12-11,12300,6676,18976
2020-12-12,7924,3305,11229
2020-12-13,4938,2754,7692
2020-12-14,10929,6626,17555
2020-12-15,10941,6397,17338
2020-12-16,10999,6553,17552
2020-12-17,11241,6541,17782
2020-12-18,11908,6741,18649
2020-12-19,7358,3009,10367
2020-12-20,5155,2669,7824
2020-12-21,11719,7059,18778
2020-12-22,11433,6976,18409
2020-12-23,11497,7008,18505
2020-12-24,11814,6926,18740
2020-12-25,5924,2853,8777
2020-12-26,6753,2539,9292
2020-12-27,5148,2679,7827
2020-12-28,11480,6667,18147
2020-12-29,11418,6755,18173
2020-12-30,11022,6471,17493
2020-12-31,10577,4642,15219
2021-01-01,3806,1393,5199
2021-01-02,6298,2096,8394
2021-01-03,5114,2576,7690
2021-01-04,11253,6695,17948
2021-01-05,11647,6631,18278
2021-01-06,11893,7069,18962
2021-01-07,11843,7251,19094
2021-01-08,11298,6924,18222
2021-01-09,7357,2964,10321
2021-01-10,5279,2802,8081
2021-01-11,11681,6587,18268
2021-01-12,12620,7393,20013
2021-01-13,12108,7162,19270
2021-01-14,12129,6979,19108
2021-01-15,12240,7015,19255
2021-01-16,8521,3227,11748
2021-01-17,5890,3026,8916
2021-01-18,12432,7231,19663
2021-01-19,12231,7096,19327
2021-01-20,12852,7123,19975
2021-01-21,12473,7196,19669
2021-01-22,12861,7560,20421
2021-01-23,9176,3522,12698
2021-01-24,6767,3206,9973
2021-01-25,12899,7326,20225
2021-01-26,12500,7244,19744
2021-01-27,13316,7590,20906
2021-01-28,12700,7397,20097
2021-01-29,12647,7178,19825
2021-01-30,9370,3797,13167
2021-01-31,7043,3414,10457
2021-02-01,12971,7293,20264
2021-02-02,12950,7562,20512
2021-02-03,13719,7758,21477
2021-02-04,13460,7633,21093
2021-02-05,13859,7699,21558
2021-02-06,10031,4297,14328
2021-02-07,7430,3954,11384
2021-02-08,13431,7460,20891
2021-02-09,13920,7369,21289
2021-02-10,12864,5502,18366
2021-02-11,5589,1735,7324
2021-02-12,3801,1273,5074
2021-02-13,6422,2556,8978
2021-02-14,6676,2586,9262
2021-02-15,12849,6523,19372
2021-02-16,13293,7884,21177
2021-02-17,13017,7830,20847
2021-02-18,13231,7814,21045
2021-02-19,14158,8199,22357
2021-02-20,10310,4433,14743
2021-02-21,7847,4051,11898
2021-02-22,13439,7668,21107
2021-02-23,13719,8069,21788
2021-02-24,13890,8142,22032
2021-02-25,13999,7835,21834
2021-02-26,14302,8028,22330
2021-02-27,10626,4549,15175
2021-02-28,8262,4490,12752
2021-03-01,7157,4867,12024
2021-03-02,13820,8181,22001
2021-03-03,14236,8318,22554
2021-03-04,13973,8221,22194
2021-03-05,14717,8555,23272
2021-03-06,11053,4716,15769
2021-03-07,8399,4783,13182
2021-03-08,13730,8117,21847
2021-03-09,14361,8343,22704
2021-03-10,14323,8328,22651
2021-03-11,14067,8131,22198
2021-03-12,14401,8399,22800
2021-03-13,10947,4484,15431
2021-03-14,8125,3972,12097
2021-03-15,13872,8083,21955
2021-03-16,14108,8207,22315
2021-03-17,14161,8289,22450
2021-03-18,14139,8075,22214
2021-03-19,14878,8262,23140
2021-03-20,9931,4356,14287
2021-03-21,8003,3878,11881
2021-03-22,13847,8167,22014
2021-03-23,14357,8236,22593
2021-03-24,14303,8557,22860
2021-03-25,14565,8461,23026
2021-03-26,14902,8831,23733
2021-03-27,10230,4959,15189
2021-03-28,7046,3626,10672
2021-03-29,13756,8094,21850
2021-03-30,14314,8644,22958
2021-03-31,14486,8649,23135
2021-04-01,14214,8623,22837
2021-04-02,14664,8738,23402
2021-04-03,9285,4530,13815
2021-04-04,7931,4030,11961
2021-04-05,13906,8340,22246
2021-04-06,14316,8640,22956
2021-04-07,14097,8387,22484
2021-04-08,14266,8533,22799
2021-04-09,14883,8836,23719
2021-04-10,10788,4759,15547
2021-04-11,8056,4216,12272
2021-04-12,13448,8232,21680
2021-04-13,14190,8589,22779
2021-04-14,14244,8617,22861
2021-04-15,14147,8603,22750
2021-04-16,14222,8431,22653
2021-04-17,10502,4903,15405
2021-04-18,8055,4000,12055
2021-04-19,13747,7980,21727
2021-04-20,14098,8632,22730
2021-04-21,14257,8621,22878
2021-04-22,14113,8606,22719
2021-04-23,14278,8216,22494
2021-04-24,10676,4776,15452
2021-04-25,8397,4334,12731
2021-04-26,13926,8102,22028
2021-04-27,14216,8458,22674
2021-04-28,14369,8345,22714
2021-04-29,14230,8230,22460
2021-04-30,14760,8330,23090
2021-05-01,10064,4672,14736
2021-05-02,8452,4339,12791
2021-05-03,14176,8078,22254
2021-05-04,14106,8511,22617
2021-05-05,9772,5529,15301
2021-05-06,14257,8601,22858
2021-05-07,14283,8550,22833
2021-05-08,9545,4391,13936
2021-05-09,7905,4026,11931
2021-05-10,13760,7974,21734
2021-05-11,14535,8866,23401
2021-05-12,14593,8860,23453
2021-05-13,14432,8482,22914
2021-05-14,15245,8924,24169
2021-05-15,10600,5123,15723
2021-05-16,6416,3895,10311
2021-05-17,13794,8318,22112
2021-05-18,14947,8763,23710
2021-05-19,10080,5675,15755
2021-05-20,14071,8036,22107
